date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:12:33	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:36%20GMT	http://babele.net46.net/video/innamorato_monumentale.avi	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/video/innamorato_monumentale.54.delayed	(from http://babele.net46.net/downloads.htm)
15:12:34	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:36%20GMT	http://babele.net46.net/video/echo%20la%20primavera_monumentale.avi	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/video/echo%20la%20primavera_monumentale.55.delayed	(from http://babele.net46.net/downloads.htm)
15:12:34	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:36%20GMT	http://babele.net46.net/video/trionfo%20di%20bacco_monumentale.avi	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/video/trionfo%20di%20bacco_monumentale.56.delayed	(from http://babele.net46.net/downloads.htm)
15:12:35	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:37%20GMT	http://babele.net46.net/video/so%20ben_monumentale.avi	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/video/so%20ben_monumentale.57.delayed	(from http://babele.net46.net/downloads.htm)
15:12:35	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:37%20GMT	http://babele.net46.net/video/fate%20bene_monumentale.avi	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/video/fate%20bene_monumentale.58.delayed	(from http://babele.net46.net/downloads.htm)
15:12:35	0/-1	---M--	302	error ('')			http://babele.net46.net/schede%20tecniche/sponsalia%20scheda.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/schede%20tecniche/sponsalia%20scheda.59.delayed	(from http://babele.net46.net/babeleteatro.htm)
15:12:35	0/-1	---M--	302	error ('')			http://babele.net46.net/schede%20tecniche/renascentia%20scheda.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/schede%20tecniche/renascentia%20scheda.5a.delayed	(from http://babele.net46.net/babeleteatro.htm)
15:12:35	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:38%20GMT	http://babele.net46.net/schede%20teatro/ernesto.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/schede%20teatro/ernesto.5b.delayed	(from http://babele.net46.net/babeleteatro.htm)
15:12:36	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:38%20GMT	http://babele.net46.net/schede%20teatro/papere.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/schede%20teatro/papere.5c.delayed	(from http://babele.net46.net/babeleteatro.htm)
15:12:37	3735/3735	---M--	200	added ('OK')	image/gif	date:Sat,%2024%20Nov%202012%2023:29:24%20GMT	http://babele.net46.net/imglinks/inno_1.gif	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/inno_1.gif	(from http://babele.net46.net/links.htm)
15:12:41	17554/17554	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:26%20GMT	http://babele.net46.net/imglinks/pandemonioin5.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/pandemonioin5.jpg	(from http://babele.net46.net/links.htm)
15:12:41	14964/14964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:27%20GMT	http://babele.net46.net/imglinks/annette.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/annette.jpg	(from http://babele.net46.net/links.htm)
15:12:41	1243/1243	---M--	200	added ('OK')	image/gif	date:Sat,%2024%20Nov%202012%2023:29:30%20GMT	http://babele.net46.net/imglinks/citt%e0oggilogo.gif	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/citt%e0oggilogo.gif	(from http://babele.net46.net/links.htm)
15:12:41	19395/19395	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:29%20GMT	http://babele.net46.net/imglinks/contraddanza.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/contraddanza.jpg	(from http://babele.net46.net/links.htm)
15:12:44	18130/18130	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:32%20GMT	http://babele.net46.net/imglinks/filosofia.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/filosofia.jpg	(from http://babele.net46.net/links.htm)
15:12:44	14659/14659	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:34%20GMT	http://babele.net46.net/imglinks/enigma.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/enigma.jpg	(from http://babele.net46.net/links.htm)
15:12:45	2447/2447	---M--	200	added ('OK')	image/gif	date:Sat,%2024%20Nov%202012%2023:29:37%20GMT	http://babele.net46.net/imglinks/ARSLecco.gif	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/ARSLecco.gif	(from http://babele.net46.net/links.htm)
15:12:45	19504/19504	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:36%20GMT	http://babele.net46.net/imglinks/italiamedievale.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/italiamedievale.jpg	(from http://babele.net46.net/links.htm)
15:12:46	2638/2638	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:41%20GMT	http://babele.net46.net/imglinks/banner_medievalis_4.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/banner_medievalis_4.jpg	(from http://babele.net46.net/links.htm)
15:12:46	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:48%20GMT	http://babele.net46.net/foto/002.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/002.6a.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:47	11793/11793	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:40%20GMT	http://babele.net46.net/imglinks/felix%20company.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/felix%20company.jpg	(from http://babele.net46.net/links.htm)
15:12:47	0/-1	---M--	302	error ('')			http://babele.net46.net/foto/013.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/013.6c.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:47	0/-1	---M--	302	error ('')			http://babele.net46.net/foto/004.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/004.6d.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:47	19860/19860	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:38%20GMT	http://babele.net46.net/imglinks/giorgio_alto%5b1%5d.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/imglinks/giorgio_alto[1].jpg	(from http://babele.net46.net/links.htm)
15:12:47	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:49%20GMT	http://babele.net46.net/foto/010.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/010.6e.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:47	6323/6323	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:44%20GMT	http://babele.net46.net/foto/002pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/002pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:48	0/-1	---M--	302	error ('')			http://babele.net46.net/foto/003.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/003.70.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:48	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:50%20GMT	http://babele.net46.net/foto/025.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/025.71.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:48	7021/7021	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:45%20GMT	http://babele.net46.net/foto/010pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/010pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:49	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:51%20GMT	http://babele.net46.net/foto/164.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/164.73.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:50	12147/12147	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:47%20GMT	http://babele.net46.net/foto/025pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/025pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:50	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:52%20GMT	http://babele.net46.net/foto/121.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/121.75.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:50	6282/6282	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:48%20GMT	http://babele.net46.net/foto/164pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/164pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:51	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:53%20GMT	http://babele.net46.net/foto/012.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/012.77.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:51	5629/5629	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:50%20GMT	http://babele.net46.net/foto/121pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/121pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:51	3515/3515	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:51%20GMT	http://babele.net46.net/foto/012pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/012pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:51	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:53%20GMT	http://babele.net46.net/foto/005.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/005.79.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:52	3199/3199	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:52%20GMT	http://babele.net46.net/foto/005pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/005pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:52	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:54%20GMT	http://babele.net46.net/foto/046.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/046.7b.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:53	0/-1	---M--	302	error ('')			http://babele.net46.net/foto/050.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/050.7d.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:53	3883/3883	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:54%20GMT	http://babele.net46.net/foto/046pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/046pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:53	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:55%20GMT	http://babele.net46.net/foto/007.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/007.7e.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:53	222178/222178	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:27:09%20GMT	http://babele.net46.net/foto/babele18%20per%20sfondo.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/babele18%20per%20sfondo.jpg	(from http://babele.net46.net/contatti.htm)
15:12:53	3512/3512	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:55%20GMT	http://babele.net46.net/foto/007pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/007pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:54	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:56%20GMT	http://babele.net46.net/foto/009.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/009.80.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:54	3372/3372	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:56%20GMT	http://babele.net46.net/foto/009pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/009pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:54	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:56%20GMT	http://babele.net46.net/foto/138.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/138.82.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:55	3567/3567	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:57%20GMT	http://babele.net46.net/foto/138pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/138pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:55	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:57%20GMT	http://babele.net46.net/foto/140.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/140.84.delayed	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:55	3778/3778	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:28:58%20GMT	http://babele.net46.net/foto/140pics.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/140pics.jpg	(from http://babele.net46.net/fotogallerysponsalia.htm)
15:12:56	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:58%20GMT	http://babele.net46.net/compendiostrumenti/La%20Ghironda.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/La%20Ghironda.87.delayed	(from http://babele.net46.net/compendio.htm)
15:12:57	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/La%20Ghironda.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/La%20Ghironda.89.delayed	(from http://babele.net46.net/compendio.htm)
15:12:57	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:12:59%20GMT	http://babele.net46.net/compendiostrumenti/IL%20MANDOLINO.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/IL%20MANDOLINO.8a.delayed	(from http://babele.net46.net/compendio.htm)
15:12:58	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/IL%20MANDOLINO.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/IL%20MANDOLINO.8c.delayed	(from http://babele.net46.net/compendio.htm)
15:12:58	13976/13976	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:44%20GMT	http://babele.net46.net/compendiostrumenti/miniature/ghironda.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/ghironda.jpg	(from http://babele.net46.net/compendio.htm)
15:12:58	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:13:00%20GMT	http://babele.net46.net/compendiostrumenti/Ribeca.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/Ribeca.8d.delayed	(from http://babele.net46.net/compendio.htm)
15:12:58	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/Ribeca.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/Ribeca.8f.delayed	(from http://babele.net46.net/compendio.htm)
15:12:59	10386/10386	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:46%20GMT	http://babele.net46.net/compendiostrumenti/miniature/mandolino.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/mandolino.jpg	(from http://babele.net46.net/compendio.htm)
15:12:59	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:13:01%20GMT	http://babele.net46.net/compendiostrumenti/bodhran.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/bodhran.90.delayed	(from http://babele.net46.net/compendio.htm)
15:12:59	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/bodhran.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/bodhran.92.delayed	(from http://babele.net46.net/compendio.htm)
15:12:59	10776/10776	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:47%20GMT	http://babele.net46.net/compendiostrumenti/miniature/ribeca.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/ribeca.jpg	(from http://babele.net46.net/compendio.htm)
15:13:00	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:13:02%20GMT	http://babele.net46.net/compendiostrumenti/bombarda.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/bombarda.93.delayed	(from http://babele.net46.net/compendio.htm)
15:13:00	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/bombarda.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/bombarda.95.delayed	(from http://babele.net46.net/compendio.htm)
15:13:00	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:13:02%20GMT	http://babele.net46.net/compendiostrumenti/launeddas.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/launeddas.96.delayed	(from http://babele.net46.net/compendio.htm)
15:13:01	12908/12908	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:49%20GMT	http://babele.net46.net/compendiostrumenti/miniature/bodhran.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/bodhran.jpg	(from http://babele.net46.net/compendio.htm)
15:13:01	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/launeddas.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/launeddas.98.delayed	(from http://babele.net46.net/compendio.htm)
15:13:01	216/216	---M--	302	error ('Found')	text/html	date:Sat,%2007%20Mar%202015%2014:13:03%20GMT	http://babele.net46.net/compendiostrumenti/UILLEAN%20PIPES.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/UILLEAN%20PIPES.99.delayed	(from http://babele.net46.net/compendio.htm)
15:13:01	11170/11170	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:51%20GMT	http://babele.net46.net/compendiostrumenti/miniature/bombarda.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/bombarda.jpg	(from http://babele.net46.net/compendio.htm)
15:13:02	0/-1	---M--	302	error ('')			http://babele.net46.net/compendiostrumenti/UILLEAN%20PIPES.htm	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/UILLEAN%20PIPES.9b.delayed	(from http://babele.net46.net/compendio.htm)
15:13:03	15695/15695	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:52%20GMT	http://babele.net46.net/compendiostrumenti/miniature/launeddas.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/launeddas.jpg	(from http://babele.net46.net/compendio.htm)
15:13:03	13703/13703	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:26:54%20GMT	http://babele.net46.net/compendiostrumenti/miniature/uillean.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/compendiostrumenti/miniature/uillean.jpg	(from http://babele.net46.net/compendio.htm)
15:13:08	209849/209849	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Nov%202012%2023:29:55%20GMT	http://babele.net46.net/foto/mantova.jpg	D:/Users/Marco/Pictures/SITI%20WEB/BABELE.ORG/babele.net46.net/foto/mantova.jpg	(from http://babele.net46.net/locandina%20mantova.htm)
